省份 入学 生年 生月 性别 院系 金额 还款
山东 4 1985 6 男 职业技术学院 50 到期还
山东 4 1984 9 男 职业技术学院 51 到期还
辽宁 3 1984 3 女 职业技术学院 56 到期未还
辽宁 3 1984 1 男 职业技术学院 51 到期未还
四川 4 1984 3 男 职业技术学院 51 到期未还
辽宁 3 1983 10 女 职业技术学院 51 到期前还
河南 4 1984 2 男 职业技术学院 51 到期未还
辽宁 4 1985 1 女 职业技术学院 51 到期未还
辽宁 3 1984 7 男 职业技术学院 51 到期未还
辽宁 4 1984 8 男 职业技术学院 51 到期未还
吉林 3 1982 8 男 职业技术学院 51 到期未还
辽宁 4 1984 11 女 职业技术学院 56 到期未还
辽宁 3 1982 12 男 职业技术学院 51 到期未还
辽宁 4 1984 4 男 职业技术学院 50 到期未还
吉林 3 1982 2 男 职业技术学院 51 到期未还
河北 4 1984 2 男 职业技术学院 51 到期还
黑龙江 4 1985 10 女 职业技术学院 56 到期前还
辽宁 4 1984 12 男 职业技术学院 51 到期未还
河南 4 1984 10 男 职业技术学院 50 到期前还
辽宁 4 1985 9 男 职业技术学院 51 到期未还
辽宁 4 1985 2 男 职业技术学院 51 到期未还
辽宁 4 1983 9 男 职业技术学院 51 到期未还
辽宁 3 1984 5 女 职业技术学院 56 到期前还
辽宁 3 1984 2 男 职业技术学院 51 到期未还
河南 4 1983 11 男 职业技术学院 51 到期未还
辽宁 4 1986 8 女 职业技术学院 51 到期未还
辽宁 4 1982 1 男 职业技术学院 51 到期未还
河北 3 1983 3 女 职业技术学院 56 到期还
湖北 4 1984 7 男 职业技术学院 51 到期未还
辽宁 4 1985 3 男 职业技术学院 51 到期未还
辽宁 4 1985 4 女 职业技术学院 56 到期未还
辽宁 4 1984 1 男 职业技术学院 51 到期未还
内蒙古 4 1983 12 女 职业技术学院 56 到期未还
辽宁 4 1985 12 女 职业技术学院 51 到期未还
福建 4 1985 9 男 职业技术学院 50 到期还
黑龙江 4 1983 5 女 职业技术学院 51 到期前还
河南 4 1983 5 男 职业技术学院 51 到期前还
辽宁 4 1984 11 女 职业技术学院 51 到期未还
黑龙江 3 1982 11 男 职业技术学院 51 到期还
辽宁 4 1984 6 男 职业技术学院 51 到期未还
辽宁 4 1985 6 女 职业技术学院 51 到期未还
辽宁 4 1985 7 女 职业技术学院 51 到期未还
辽宁 4 1985 12 女 职业技术学院 51 到期未还
辽宁 3 1984 3 男 职业技术学院 51 到期未还
辽宁 4 1984 10 男 职业技术学院 50 到期前还
辽宁 3 1983 10 男 职业技术学院 51 到期前还
河北 3 1984 2 男 职业技术学院 51 到期还
吉林 3 1982 6 男 职业技术学院 50 到期未还
辽宁 4 1986 1 女 职业技术学院 50 到期未还
内蒙古 4 1985 11 男 职业技术学院 51 到期未还
重庆 4 1985 1 女 职业技术学院 50 到期未还
辽宁 3 1983 9 女 职业技术学院 56 到期未还
辽宁 3 1981 1 女 职业技术学院 51 到期未还
河南 4 1983 10 男 职业技术学院 50 到期前还
辽宁 3 1984 6 男 职业技术学院 51 到期未还
辽宁 3 1981 6 男 职业技术学院 51 到期未还
辽宁 4 1985 4 男 职业技术学院 50 到期未还
辽宁 3 1985 3 女 职业技术学院 50 到期未还
辽宁 4 1985 2 男 职业技术学院 50 到期未还
辽宁 4 1984 10 男 职业技术学院 51 到期前还
辽宁 3 1984 11 女 职业技术学院 56 到期未还
辽宁 3 1984 8 女 职业技术学院 56 到期未还
辽宁 4 1985 10 女 职业技术学院 51 到期前还
河南 4 1984 11 男 职业技术学院 51 到期未还
辽宁 3 1984 8 男 职业技术学院 51 到期未还
辽宁 4 1985 3 男 职业技术学院 51 到期未还
安微 4 1984 10 男 职业技术学院 51 到期前还
辽宁 3 1984 12 女 职业技术学院 56 到期未还
山东 3 1983 11 女 职业技术学院 56 到期还
山西 4 1984 9 男 职业技术学院 56 到期未还
安微 4 1983 10 男 职业技术学院 56 到期前还
河北 4 1982 5 男 职业技术学院 51 到期前还
河北 4 1983 10 男 职业技术学院 51 到期前还
辽宁 3 1984 11 男 职业技术学院 56 到期未还
湖北 4 1985 9 男 职业技术学院 51 到期未还
辽宁 4 1985 3 男 职业技术学院 51 到期未还
辽宁 3 1983 3 男 职业技术学院 51 到期未还
辽宁 3 1984 8 女 职业技术学院 56 到期未还
辽宁 4 1985 9 女 职业技术学院 51 到期未还
山东 4 1985 12 男 职业技术学院 56 到期还
辽宁 4 1985 4 女 职业技术学院 56 到期未还
内蒙古 4 1977 12 男 职业技术学院 45 到期未还
江苏 4 1985 6 女 职业技术学院 56 到期还
河北 4 1985 4 男 职业技术学院 51 到期还
河南 4 1983 4 男 职业技术学院 51 到期未还
辽宁 4 1985 8 男 职业技术学院 51 到期未还
河南 4 1984 1 男 职业技术学院 51 到期未还
辽宁 3 1984 10 女 职业技术学院 56 到期前还
四川 4 1984 8 男 职业技术学院 51 到期未还
河南 4 1986 10 女 职业技术学院 51 到期前还
辽宁 4 1986 2 男 职业技术学院 51 到期未还
天津 3 1983 9 女 职业技术学院 51 到期未还
河南 4 1984 5 男 职业技术学院 50 到期前还
吉林 3 1984 1 女 职业技术学院 50 到期未还
辽宁 4 1987 4 男 职业技术学院 51 到期未还
江苏 4 1984 10 男 职业技术学院 50 到期前还
河北 3 1982 9 男 职业技术学院 51 到期还
河北 4 1984 3 男 职业技术学院 51 到期还
湖南 3 1984 11 男 职业技术学院 51 到期未还
湖北 3 1984 5 女 职业技术学院 56 到期前还
吉林 4 1983 7 男 职业技术学院 56 到期未还
山东 4 1983 12 男 职业技术学院 50 到期还
辽宁 4 1982 2 男 职业技术学院 51 到期未还
辽宁 3 1983 5 男 职业技术学院 51 到期前还
辽宁 4 1986 7 男 职业技术学院 51 到期未还
河北 4 1980 2 男 新闻与传播系 57 到期还
黑龙江 2 1983 10 女 新闻与传播系 49 到期前还
江苏 4 1985 7 男 新闻与传播系 54 到期还
辽宁 2 1983 6 女 新闻与传播系 49 到期未还
安微 2 1982 3 男 新闻与传播系 49 到期未还
辽宁 4 1985 4 女 新闻与传播系 54 到期未还
辽宁 4 1985 2 女 新闻与传播系 48 到期未还
辽宁 3 1984 6 女 新闻与传播系 48 到期未还
天津 4 1985 8 女 新闻与传播系 54 到期未还
河北 4 1980 1 男 新闻与传播系 57 到期还
